route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
LAVENDER SUNDAY,L2 SU,[@15.0.71205318@][1381241976567]/33__L2_SU,Champaign Walmart,0,L2 SU,[@15.0.71205318@]30NIT->BB
YELLOW LATE NIGHT,T1 UIF,[@7.0.41201803@][1][1254144787718]/1__T1_UIF,Illinois Terminal,0,T1 UIF,100N-LATE
TEAL,T2 UIMF,[@6.0.28930857@][32][1653597559716]/6__T2_UIMF,Illinois Terminal,1,T2 UIMF,12W TEAL 12
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/145__SV1_UISU,PAR,1,SV1 UISU,[@124.0.92281033@]SILVER WEEKEND 31
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/3__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
SILVER,SV1 UI MF,[@6.0.28932250@][1][1654213811517]/48__SV1_UI_MF,Lincoln Square,0,SV1 UI MF,[@6.0.28932250@]1
YELLOW EVENING,Y5  UI MF,[@15.0.63189138@][1][1338405367103]/3__Y5__UI_MF,Champaign Walmart,0,Y5  UI MF,100N
BROWN,BA1 MF,[@15.0.68512037@][10][1375909964510]/1__BA1_MF,Parkland College,0,BA1 MF,[@15.0.61662606@]136
GREEN LATE NIGHT,GN7 UI MTH,[@7.0.38112640@][4][1219153573468]/10__GN7_UI_MTH,Illinois Terminal,1,GN7 UI MTH,50WLTNT->
RED,R5 MF,[@14.0.56288404@][1][1302710188407]/3__R5_MF,Trails - Market Place - Ashland Park,0,R5 MF,[@14.0.56288404@]5
SILVER EVENING,SV4 UI SCH MTH,[@12.0.42224456@][4][1246897225718]/24__SV4_UI_SCH_MTH,Vet-Med,1,SV4 UI SCH MTH,130S SILVER EVENING 3
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/3__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92279199@]TEAL EVENING 13
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/24__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/89__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
GOLD ALT,10E 6E K12 Early Out,[@6.0.14328426@][31][1623166943422]/2__10E_6E_K12_Early_Out,Eastern & Perkins,0,10E 6E K12 Early Out,[@2.0.84927215@]GOLD 1535
GREEN SATURDAY,GN3 NONUISA,GN5SAT006__GN3_NONUISA,Orchard Downs,0,GN3 NONUISA,50E->PC
SILVER EVENING,SV4 UI F,[@12.0.42224456@][3][1246897112109]/0__SV4_UI_F,Lincoln Square,0,SV4 UI F,130N SILVER EVENING 1
GOLDHOPPER,G3 NON UI MF,[@7.0.41987615@][4][1246632595015]/19__G3_NON_UI_MF,Lot E-14,1,G3 NON UI MF,GOLDHOPPER 1
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/24__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
SILVER SATURDAY,SV1-1 UISA,[@12.0.44184681@][1250945403296]/252__SV1-1_UISA,Vet-Med,1,SV1-1 UISA,130S SILVER WEEKEND 3
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/164__SV1_UISU,PAR,1,SV1 UISU,[@124.0.92286725@]SILVER 121
TEAL,T2 UIMF,[@6.0.28930857@][31][1653491986968]/14__T2_UIMF,Orchard Downs,0,T2 UIMF,12E TEAL 13
GREY EVENING SATURDAY,GR5SA,[@124.0.92319406@][1484577670364]/30__GR5SA,Round Barn Road,1,GR5SA,[@124.0.92319406@]7
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/91__O1_MF,Round Barn Road - Plastipak,1,O1 MF,[@2.0.86175868@]ORANGE 33
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622818946691]/0__I2__NONUISA,Transit Plaza,1,I2  NONUISA,GR2PO
LAVENDER,GNX2 MF,[@15.0.63192662@][2][1341343418699]/0__GNX2_MF,Illinois Terminal,1,GNX2 MF,GNX2PO
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/152__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
TEAL,T1 UIF,[@6.0.28930857@][31][1653072413562]/1__T1_UIF,Orchard Downs,0,T1 UIF,12E TEAL 13
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/1__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
SILVER,SV4 UI F,[@6.0.28932250@][1][1654214032262]/75__SV4_UI_F,Lincoln Square,0,SV4 UI F,[@6.0.28932250@]1
GREY,GR4 MF,[@2.0.80545657@][31][1425487417760]/10__GR4_MF,Urbana Walmart,0,GR4 MF,7E->LSG
GREEN SATURDAY,GN1SA,[@7.0.41202550@][4][1248701836140]/0__GN1SA,Round Barn Road,1,GN1SA,[@15.0.68513015@]219
GREENHOPPER EVENING,GN3 SCHMTTF,[@14.0.50384734@][1270492238828]/4__GN3_SCHMTTF,Lincoln Square,0,GN3 SCHMTTF,[@15.0.68512960@]110
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/27__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/265__SV2_UISA,Vet-Med,1,SV2 UISA,130S SILVER WEEKEND 3
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/187__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/21__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][2][1622384445965]/35__I2_UI_SA,ARC,1,I2 UI SA,ILLINI LIMITED WEEKEND 845
ILLINI EVENING SATURDAY,I2 UI SA,[@6.0.28931507@][2][1654195247124]/50__I2_UI_SA,PAR,1,I2 UI SA,[@124.0.92260187@]220S ILLINI 20
ILLINI,I3 UI MF,[@6.0.28930998@][2][1654024367640]/98__I3_UI_MF,PAR,1,I3 UI MF,22S ILLINI 20
GREY EVENING,GR5 UIMF,2GR745__GR5_UIMF,Lincoln Square - Urbana Walmart,0,GR5 UIMF,70E
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/8__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][1][1622146973960]/22__I2_NONUI_MF,Lincoln & Killarney,0,I2 NONUI MF,[@6.0.14327389@]10
GREY,GR3 NONUI,[@6.0.28933422@][32][1657207046436]/0__GR3_NONUI,Parkland College,1,GR3 NONUI,7W->LSE
RED,R3 MF,[@14.0.56288404@][1][1302721117462]/14__R3_MF,Market Place,0,R3 MF,RED 1
GREEN SATURDAY,GN2 NONUISA,GN4SAT004__GN2_NONUISA,Orchard Downs,0,GN2 NONUISA,50E->PC
GREEN ALT,5E UHS SHOW WED,[@2.0.84887452@][1455575490653]/61__5E_UHS_SHOW_WED,Scottswood,0,5E UHS SHOW WED,[@2.0.84887452@]S6 ALT
BRONZE,BZ1 NOSCHMF,[@7.0.41201636@][4][1243606759125]/10__BZ1_NOSCHMF,Transit Plaza,1,BZ1 NOSCHMF,8W
ILLINI EVENING,I1 UIF LATE,[@6.0.28928828@][1][1654028127367]/2__I1_UIF_LATE,Lincoln & Killarney,0,I1 UIF LATE,220N ILLINI 10
GREEN SATURDAY,LM2SA,[@15.0.63188916@][3][1351019277753]/0__LM2SA,Philo & Colorado,0,LM2SA,[@15.0.63188916@]15
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/17__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933027212]/4__RV1_MF,Illini Union,0,RV1 MF,[@2.0.81457398@]15
TEAL LATE NIGHT,T1 UIF,[@7.0.41905826@][3][1246486974015]/5__T1_UIF,Orchard Downs,0,T1 UIF,TEAL LATE 14
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/4__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
ORANGEHOPPER,O3 MF,[@14.0.52435578@][4][1275670882890]/5__O3_MF,Illinois Terminal,1,O3 MF,6WIT->CF HOPPER
TEAL LATE NIGHT SATURDAY,T2 UISA,[@124.0.92275054@][1484344751044]/30__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92275054@]120E TEAL LATE 13
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/64__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
GREENHOPPER EVENING SATURDAY,GN1SA,[@7.0.42019048@][1245177724421]/78__GN1SA,Sunnycrest,0,GN1SA,50E HOPPER 102
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161301181]/20__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]103
BROWN ALT PM,9B SHOW HS Early Out,[@6.0.28931646@][12][1657993795469]/11__9B_SHOW_HS_Early_Out,Parkland Ridge - Timberline,1,9B SHOW HS Early Out,[@6.0.28931646@]100
SILVER,SV1 UI MF,[@6.0.28932250@][1][1654213849351]/51__SV1_UI_MF,Lincoln Square,0,SV1 UI MF,[@6.0.28932250@]1
GREEN SUNDAY,GR3 UISU,[@124.0.92334988@][1484579202830]/28__GR3_UISU,Orchard Downs,0,GR3 UISU,[@124.0.92334988@]50E->PC
YELLOW,Y4 MF,[@6.0.14329702@][1][1622066475036]/60__Y4_MF,Champaign Walmart,0,Y4 MF,[@15.0.63189004@]23
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/131__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
GREY ALT,7E #2 SHOW WED,[@6.0.4562822@][31][1610722440443]/0__7E_#2_SHOW_WED,Fifth & Beardsley,0,7E #2 SHOW WED,[@2.0.84907145@]331
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/45__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/13__T1_UISU,Orchard Downs,0,T1 UISU,[@124.0.92276155@]120E TEAL LATE 13
TEAL LATE NIGHT,T2 UIMF,[@7.0.41905826@][3][1246486974015]/2__T2_UIMF,Orchard Downs,0,T2 UIMF,TEAL LATE 14
GREY,GR1 MF NOSCH,[@15.0.68512430@][4][1368115926697]/3__GR1_MF_NOSCH,Parkland College,1,GR1 MF NOSCH,7W
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/63__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
GREY ALT,7W #2 SHOW K12 Early Out,[@6.0.28929208@][32][1657992858572]/5__7W_#2_SHOW_K12_Early_Out,Williamsburg & Mattis,1,7W #2 SHOW K12 Early Out,[@2.0.84907145@]GREY 1425
GREEN,GN2 MF,2GN537__GN2_MF,Round Barn Road - Holiday Park,1,GN2 MF,5W-AM
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/135__T1_NONUI_SA,Orchard Downs,0,T1 NONUI SA,12E TEAL WEEKEND 13
GREEN EVENING SATURDAY,GN2  UISA,[@124.0.92311676@][1484576395235]/32__GN2__UISA,Orchard Downs,0,GN2  UISA,[@124.0.92311676@]GREEN EVENING 39
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/26__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][2][1622384445965]/41__I2_UI_SA,ARC,1,I2 UI SA,ILLINI LIMITED WEEKEND 845
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][2][1622152086585]/69__I2_NONUI_MF,ARC,1,I2 NONUI MF,ILLINI 845
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/3__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
GREEN EXPRESS,GNX3 MF,5GNX303__GNX3_MF,Curtis & Wynstone,1,GNX3 MF,5WXCF->
TEAL EVENING SATURDAY,T2 UISA,[@124.0.92279199@][1484345597711]/4__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92279199@]TEAL EVENING 13
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654017581186]/11__I2_UI-F,Lincoln & Killarney,0,I2 UI-F,22N ILLINI 10
SILVER EVENING SATURDAY,SV3 UISA,[@124.0.92284627@][1484347218447]/94__SV3_UISA,PAR,1,SV3 UISA,[@124.0.92284627@]SILVER 121
YELLOW LATE NIGHT SATURDAY,Y1 NONUI SA,[@124.0.92327957@][1484578220911]/4__Y1_NONUI_SA,Champaign Walmart,0,Y1 NONUI SA,[@124.0.92327957@]100 LATE 4
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/88__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
ILLINI EVENING SUNDAY,I5 UI SU,[@6.0.28932555@][1][1654265431136]/20__I5_UI_SU,Lincoln & Killarney,0,I5 UI SU,[@124.0.92263401@]220N ILLINI 10
ILLINI EVENING SATURDAY,I4 UI SA,[@6.0.28931507@][1][1654194303448]/15__I4_UI_SA,Lincoln & Killarney,0,I4 UI SA,[@124.0.92260187@]220N ILLINI 10
LINK,LN2 MF,[@6.0.15252684@][1][1622671552500]/32__LN2_MF,University and Wright,0,LN2 MF,[@6.0.15252684@]1
ILLINI LIMITED EVENING,I2 NONUI MF,[@6.0.14328849@][1][1622466284346]/0__I2_NONUI_MF,Lincoln & Killarney,0,I2 NONUI MF,22N 316
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/91__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
ILLINI LIMITED SUNDAY,I2 NON UI SU,[@6.0.14330187@][2][1622253008700]/44__I2_NON_UI_SU,ARC,1,I2 NON UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/80__O4_MF,Illinois Terminal,1,O4 MF,[@2.0.86175868@]70
GREEN SATURDAY,GN1SA,GN1SATPO__GN1SA,Round Barn Road,1,GN1SA,GN1SATPO
LAVENDER SATURDAY,L1SA,[@15.0.63188981@][2][1334072041692]/25__L1SA,Illinois Terminal,1,L1SA,30SBB->IT
TEAL,T3 UIMF,[@6.0.28930857@][32][1653600378049]/55__T3_UIMF,Illinois Terminal,1,T3 UIMF,TEAL 26
LAVENDER ALT,3N_9A SHOW MTTF Reg Dismiss,[@6.0.4564442@][1][1610662115917]/0__3N__9A_SHOW_MTTF_Reg_Dismiss,Campbell & Queensway,0,3N_9A SHOW MTTF Reg Dismiss,[@6.0.4564442@]2
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][1][1622466962641]/7__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,22N 316
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][1][1654090286835]/4__I5_UIF_LATE,Lincoln & Killarney,0,I5 UIF LATE,220N ILLINI 10
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/53__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
ILLINI EVENING SATURDAY,I4 UI SA,[@6.0.28931507@][1][1654194303448]/10__I4_UI_SA,Lincoln & Killarney,0,I4 UI SA,[@124.0.92260187@]220N ILLINI 10
SILVER EVENING,SV4 UI SCH MTH,[@12.0.42224456@][3][1246897172937]/6__SV4_UI_SCH_MTH,Lincoln Square,0,SV4 UI SCH MTH,130N SILVER EVENING 1
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/33__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
YELLOW SATURDAY,Y2 UISA,[@15.0.63192124@][2][1338468889056]/6__Y2_UISA,Savoy Walmart,1,Y2 UISA,[@14.0.57766396@]100S
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653491677391]/7__T1_UIM-F,PAR,0,T1 UIM-F,[@15.0.79613563@]47
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/18__I1_NONUIMF,Lincoln & Anthony,0,I1 NONUIMF,[@6.0.14327389@]6
GREEN,GN5 MF,GN5PO__GN5_MF,Illini Union,1,GN5 MF,GN2PO
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][1][1622252763821]/25__I2__UI_SU,Lincoln & Killarney,0,I2  UI SU,[@6.0.14330187@]6
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][2][1334588603934]/0__L2_NO_SCH_MF,Illinois Terminal,1,L2 NO SCH MF,3S->IT
GREY SUNDAY,GR2 SU,[@2.0.85633657@][32][1463431998588]/2__GR2_SU,Round Barn Road,1,GR2 SU,GN3SUNPO
GREEN SATURDAY,GN3  UISA,GN2SAT016__GN3__UISA,Orchard Downs,0,GN3  UISA,50E->PC
TEAL SUNDAY,T2  NONUISU,[@124.0.92229742@][1484323714302]/22__T2__NONUISU,Orchard Downs,0,T2  NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
ILLINI EVENING,I4 UI M-TH,[@6.0.28928828@][1][1654029638619]/17__I4_UI_M-TH,Lincoln & Killarney,0,I4 UI M-TH,[@2.0.85634827@]37
GREY SUNDAY,GR4 SU,[@2.0.85633657@][31][1463430303388]/25__GR4_SU,Lincoln Square - Urbana Walmart,0,GR4 SU,70E-WKND
GOLD,G1 MF NONUI,[@6.0.28929634@][31][1653493755624]/16__G1_MF_NONUI,Richardson Estates,0,G1 MF NONUI,[@6.0.28929634@]2
BROWN,BA1 MF,[@2.0.80548152@][11][1425506589356]/2__BA1_MF,Parkland College,0,BA1 MF,[@15.0.61662606@]364
ILLINI LIMITED SUNDAY,I2 NON UI SU,[@6.0.14330187@][2][1622253008700]/38__I2_NON_UI_SU,ARC,1,I2 NON UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
RUBY EVENING SATURDAY,RUB1 SA,[@124.0.92246230@][1484327414903]/15__RUB1_SA,Airport & Cunningham,0,RUB1 SA,[@124.0.92246230@]1
TEAL SATURDAY,T1 NONUI SA,[@12.0.44194660@][1250946648828]/15__T1_NONUI_SA,Illinois Terminal,1,T1 NONUI SA,TEAL WEEKEND 16
BLUE,B3 NOSCHMF,[@14.0.56288268@][4][1302636636457]/11__B3_NOSCHMF,Round Barn Road,1,B3 NOSCHMF,4W
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][2][1363728725942]/91__SV2_NON_UI,Transit Plaza,1,SV2 NON UI,[@15.0.67924657@]7
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][2][1622253008700]/50__I2__UI_SU,ARC,1,I2  UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
RED,R2 MF,[@14.0.56288404@][1][1302720507982]/1__R2_MF,Market Place,0,R2 MF,RED 1
ILLINI,I2 UI-F,[@6.0.28930998@][1][1654017581186]/17__I2_UI-F,Lincoln & Killarney,0,I2 UI-F,22N ILLINI 10
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/14__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][2][1654525478258]/30__SV4_NON_UI__NOSCH,PAR,1,SV4 NON UI  NOSCH,SILVER 120
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/135__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
GREY,GR1 MF SCH,[@2.0.80545657@][32][1425489606906]/26__GR1_MF_SCH,Parkland College,1,GR1 MF SCH,7W
BLUE,B4 K12 Early Out,[@14.0.56288268@][4][1302636749043]/15__B4_K12_Early_Out,Round Barn Road,1,B4 K12 Early Out,4W
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][2][1622384445965]/56__I1_UI_SA,ARC,1,I1 UI SA,ILLINI LIMITED WEEKEND 845
LAVENDER,L2 NOSCH MF,[@15.0.68509016@][2][1371752045347]/0__L2_NOSCH_MF,Illinois Terminal,1,L2 NOSCH MF,3S->IT
GOLDHOPPER,G5 NON UI MF,[@6.0.28930011@][31][1653411591839]/10__G5_NON_UI_MF,Lincoln Square,0,G5 NON UI MF,GOLDHOPPER 2
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653491393366]/4__T1_UIM-F,Orchard Downs,0,T1 UIM-F,12E TEAL 13
5W GREEN EXPRESS 2,5W #3 SHOW K12 Early Out,[@6.0.28932325@][32][1659287517688]/14__5W_#3_SHOW_K12_Early_Out,Copper Ridge,1,5W #3 SHOW K12 Early Out,[@6.0.28932325@]306
SILVER,SV4 UI NOSCH,[@6.0.28932250@][1][1654214032262]/74__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,[@6.0.28932250@]1
5W GREEN EXPRESS 2,SRE1 K12 Early Out,[@6.0.28932325@][32][1659285552449]/9__SRE1_K12_Early_Out,Copper Ridge,1,SRE1 K12 Early Out,[@6.0.4564273@]326
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/3__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
ILLINI,I5  UIF,[@6.0.28930998@][2][1654023280185]/68__I5__UIF,PAR,1,I5  UIF,22S ILLINI 20
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][1][1622384291845]/11__I2_UI_SA,Lincoln & Killarney,0,I2 UI SA,[@6.0.14330204@]6
SILVER EVENING,SV4 UI F,[@12.0.42224456@][4][1246897225718]/22__SV4_UI_F,Vet-Med,1,SV4 UI F,130S SILVER EVENING 3
GOLDHOPPER,G4 NON UI MF,[@6.0.28930011@][31][1653678683327]/28__G4_NON_UI_MF,Lincoln Square,0,G4 NON UI MF,GOLDHOPPER 2
SILVER,SV2 UIMF,[@6.0.28932250@][1][1654213960918]/60__SV2_UIMF,Lincoln Square,0,SV2 UIMF,[@6.0.28932250@]1
TEAL EVENING,T2 UIMF,[@7.0.41903462@][4][1243545628328]/9__T2_UIMF,Illinois Terminal,1,T2 UIMF,TEAL EVENING 12
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/72__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92286725@]130N SILVER EVENING 1
ILLINI EVENING,I2 UI-MTH,[@6.0.28928828@][1][1654029014601]/11__I2_UI-MTH,Lincoln & Killarney,0,I2 UI-MTH,220N ILLINI 10
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][2][1654115731135]/5__I5_UIF_LATE,PAR,1,I5 UIF LATE,220S ILLINI 20
GREEN EVENING,L2 NO SCH MF,[@7.0.41201218@][4][1243955118234]/22__L2_NO_SCH_MF,Round Barn Road - Parkland College,1,L2 NO SCH MF,50W GREEN 55
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][1][1334088756953]/20__L2_NO_SCH_MF,Champaign Walmart - Research Park,0,L2 NO SCH MF,[@15.0.63192662@]4
SILVER LATE NIGHT,SV4 UI SCH MTH,[@12.0.42230752@][3][1246897479875]/2__SV4_UI_SCH_MTH,Lincoln Square,0,SV4 UI SCH MTH,130N SILVER LATE 1
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][1][1334088165505]/12__L2_NOSCH_MF,Champaign Walmart,0,L2 NOSCH MF,[@15.0.63192662@]3
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][2][1622151942711]/53__I1_NONUIMF,ARC,1,I1 NONUIMF,ILLINI 845
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/15__I1_NONUIMF,Lincoln & Anthony,0,I1 NONUIMF,[@6.0.14327389@]6
YELLOW EVENING SATURDAY,Y3SA,[@124.0.92247832@][1484327725398]/1__Y3SA,First & Curtis,1,Y3SA,[@124.0.92247832@]9
ILLINI LIMITED SUNDAY,I2 NON UI SU,[@6.0.14330187@][2][1622253008700]/54__I2_NON_UI_SU,ARC,1,I2 NON UI SU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/142__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
GREEN SATURDAY,GN2  UISA,[@7.0.38114334@][4][1215790897218]/25__GN2__UISA,Round Barn Road,1,GN2  UISA,[@15.0.68513015@]220
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/66__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721664566]/23__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][2][1622384801956]/32__I1_NONUISA,Transit Plaza,1,I1 NONUISA,[@124.0.92348983@]ILLINI 845 315
TEAL,T1 UIF,[@6.0.28930857@][31][1653078245365]/11__T1_UIF,Orchard Downs,0,T1 UIF,[@6.0.28930857@]20
YELLOW,Y3 MF,[@6.0.14329702@][1][1622065221929]/35__Y3_MF,Champaign Walmart,0,Y3 MF,[@6.0.14329702@]3
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/87__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
LINK,LN2 MF,[@6.0.15252684@][2][1622672028480]/72__LN2_MF,Water Survey,1,LN2 MF,[@6.0.15252684@]2
TEAL SUNDAY,T2  NONUISU,[@124.0.92229742@][1484323714302]/37__T2__NONUISU,Orchard Downs,0,T2  NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
YELLOW LATE NIGHT SATURDAY,Y2 UISA,[@124.0.92327957@][1484578220911]/35__Y2_UISA,Illinois Terminal,0,Y2 UISA,[@124.0.92327957@]100N-LATE
SILVER,SV4 NON UI SCH,[@6.0.28932250@][1][1654525562862]/34__SV4_NON_UI_SCH,PAR,0,SV4 NON UI SCH,[@6.0.28932250@]1
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/82__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/76__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/2__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
RED SATURDAY,R1SA,20RED016__R1SA,Illini Union,1,R1SA,20U ->IU
GREY SUNDAY,GR1 SU,[@2.0.85633657@][31][1463430303388]/26__GR1_SU,Lincoln Square - Urbana Walmart,0,GR1 SU,70E-WKND
ORANGEHOPPER,O4 MF,[@14.0.52435578@][3][1275675740468]/26__O4_MF,University & Cottage Grove,0,O4 MF,[@15.0.68513410@]21
